No;Kecamatan;Kelurahan;Nomor;Kepala Lingkungan 
916;MEDAN KOTA;SITIREJO I;VI;MEDAN KOTA-SITIREJO I-VI
917;MEDAN KOTA;SITIREJO I;VII;MEDAN KOTA-SITIREJO I-VII
918;MEDAN KOTA;SITIREJO I;VIII;MEDAN KOTA-SITIREJO I-VIII
919;MEDAN KOTA;SITIREJO I;IX;MEDAN KOTA-SITIREJO I-IX
920;MEDAN KOTA;SITIREJO I;X;MEDAN KOTA-SITIREJO I-X
921;MEDAN KOTA;SITIREJO I;XI;MEDAN KOTA-SITIREJO I-XI
922;MEDAN KOTA;SITIREJO I;XII;MEDAN KOTA-SITIREJO I-XII
923;MEDAN KOTA;SITIREJO I;XIII;MEDAN KOTA-SITIREJO I-XIII
924;MEDAN KOTA;SITIREJO I;XIV;MEDAN KOTA-SITIREJO I-XIV
925;MEDAN KOTA;SITIREJO I;XV;MEDAN KOTA-SITIREJO I-XV
926;MEDAN KOTA;SITIREJO I;XVI;MEDAN KOTA-SITIREJO I-XVI
927;MEDAN KOTA;SITIREJO I;XVII;MEDAN KOTA-SITIREJO I-XVII
928;MEDAN KOTA;KOTA MATSUM III;I;MEDAN KOTA-KOTA MATSUM III-I
929;MEDAN KOTA;KOTA MATSUM III;II;MEDAN KOTA-KOTA MATSUM III-II
930;MEDAN KOTA;KOTA MATSUM III;III;MEDAN KOTA-KOTA MATSUM III-III
931;MEDAN KOTA;KOTA MATSUM III;IV;MEDAN KOTA-KOTA MATSUM III-IV
932;MEDAN KOTA;KOTA MATSUM III;V;MEDAN KOTA-KOTA MATSUM III-V
933;MEDAN KOTA;KOTA MATSUM III;VI;MEDAN KOTA-KOTA MATSUM III-VI
934;MEDAN KOTA;KOTA MATSUM III;VII;MEDAN KOTA-KOTA MATSUM III-VII
935;MEDAN KOTA;KOTA MATSUM III;VIII;MEDAN KOTA-KOTA MATSUM III-VIII
936;MEDAN KOTA;KOTA MATSUM III;IX;MEDAN KOTA-KOTA MATSUM III-IX
937;MEDAN KOTA;KOTA MATSUM III;X;MEDAN KOTA-KOTA MATSUM III-X
938;MEDAN KOTA;KOTA MATSUM III;XI;MEDAN KOTA-KOTA MATSUM III-XI
939;MEDAN KOTA;KOTA MATSUM III;XII;MEDAN KOTA-KOTA MATSUM III-XII
940;MEDAN KOTA;KOTA MATSUM III;XIII;MEDAN KOTA-KOTA MATSUM III-XIII
941;MEDAN KOTA;KOTA MATSUM III;XIV;MEDAN KOTA-KOTA MATSUM III-XIV
942;MEDAN KOTA;KOTA MATSUM III;XV;MEDAN KOTA-KOTA MATSUM III-XV
943;MEDAN KOTA;KOTA MATSUM III;XVI;MEDAN KOTA-KOTA MATSUM III-XVI
944;MEDAN KOTA;KOTA MATSUM III;XVII;MEDAN KOTA-KOTA MATSUM III-XVII
945;MEDAN KOTA;KOTA MATSUM III;XVIII;MEDAN KOTA-KOTA MATSUM III-XVIII
946;MEDAN KOTA;KOTA MATSUM III;XIX;MEDAN KOTA-KOTA MATSUM III-XIX
947;MEDAN KOTA;MESJID;I;MEDAN KOTA-MESJID-I
948;MEDAN KOTA;MESJID;II;MEDAN KOTA-MESJID-II
949;MEDAN KOTA;MESJID;III;MEDAN KOTA-MESJID-III
950;MEDAN KOTA;MESJID;IV;MEDAN KOTA-MESJID-IV
951;MEDAN KOTA;MESJID;V;MEDAN KOTA-MESJID-V
952;MEDAN KOTA;MESJID;VI;MEDAN KOTA-MESJID-VI
953;MEDAN KOTA;MESJID;VII;MEDAN KOTA-MESJID-VII
954;MEDAN KOTA;MESJID;VIII;MEDAN KOTA-MESJID-VIII
955;MEDAN KOTA;MESJID;IX;MEDAN KOTA-MESJID-IX
956;MEDAN KOTA;PANDA HULU I;I;MEDAN KOTA-PANDA HULU I-I
957;MEDAN KOTA;PANDA HULU I;II;MEDAN KOTA-PANDA HULU I-II
958;MEDAN KOTA;PANDA HULU I;III;MEDAN KOTA-PANDA HULU I-III
959;MEDAN KOTA;PANDA HULU I;IV;MEDAN KOTA-PANDA HULU I-IV
960;MEDAN KOTA;PANDA HULU I;V;MEDAN KOTA-PANDA HULU I-V
961;MEDAN KOTA;PANDA HULU I;VI;MEDAN KOTA-PANDA HULU I-VI
962;MEDAN KOTA;PANDA HULU I;VII;MEDAN KOTA-PANDA HULU I-VII
963;MEDAN KOTA;PANDA HULU I;VIII;MEDAN KOTA-PANDA HULU I-VIII
964;MEDAN KOTA;PANDA HULU I;IX;MEDAN KOTA-PANDA HULU I-IX
965;MEDAN KOTA;PASAR BARU;I;MEDAN KOTA-PASAR BARU-I
966;MEDAN KOTA;PASAR BARU;II;MEDAN KOTA-PASAR BARU-II
967;MEDAN KOTA;PASAR BARU;III;MEDAN KOTA-PASAR BARU-III
968;MEDAN KOTA;PASAR BARU;IV;MEDAN KOTA-PASAR BARU-IV
969;MEDAN KOTA;PASAR BARU;V;MEDAN KOTA-PASAR BARU-V
970;MEDAN KOTA;PASAR BARU;VI;MEDAN KOTA-PASAR BARU-VI
971;MEDAN KOTA;PASAR BARU;VII;MEDAN KOTA-PASAR BARU-VII
972;MEDAN KOTA;PASAR BARU;VIII;MEDAN KOTA-PASAR BARU-VIII
973;MEDAN KOTA;PASAR MERAH BARAT;I;MEDAN KOTA-PASAR MERAH BARAT-I
974;MEDAN KOTA;PASAR MERAH BARAT;II;MEDAN KOTA-PASAR MERAH BARAT-II
975;MEDAN KOTA;PASAR MERAH BARAT;III;MEDAN KOTA-PASAR MERAH BARAT-III
976;MEDAN KOTA;PASAR MERAH BARAT;IV;MEDAN KOTA-PASAR MERAH BARAT-IV
977;MEDAN KOTA;PASAR MERAH BARAT;V;MEDAN KOTA-PASAR MERAH BARAT-V
978;MEDAN KOTA;PASAR MERAH BARAT;VI;MEDAN KOTA-PASAR MERAH BARAT-VI
979;MEDAN KOTA;PASAR MERAH BARAT;VII;MEDAN KOTA-PASAR MERAH BARAT-VII
980;MEDAN KOTA;PASAR MERAH BARAT;VIII;MEDAN KOTA-PASAR MERAH BARAT-VIII
981;MEDAN KOTA;PUSAT PASAR;I;MEDAN KOTA-PUSAT PASAR-I
982;MEDAN KOTA;PUSAT PASAR;II;MEDAN KOTA-PUSAT PASAR-II
983;MEDAN KOTA;PUSAT PASAR;III;MEDAN KOTA-PUSAT PASAR-III
984;MEDAN KOTA;PUSAT PASAR;IV;MEDAN KOTA-PUSAT PASAR-IV
985;MEDAN KOTA;PUSAT PASAR;V;MEDAN KOTA-PUSAT PASAR-V
986;MEDAN KOTA;PUSAT PASAR;VI;MEDAN KOTA-PUSAT PASAR-VI
987;MEDAN KOTA;PUSAT PASAR;VII;MEDAN KOTA-PUSAT PASAR-VII
988;MEDAN KOTA;PUSAT PASAR;VIII;MEDAN KOTA-PUSAT PASAR-VIII
989;MEDAN KOTA;PUSAT PASAR;IX;MEDAN KOTA-PUSAT PASAR-IX
990;MEDAN KOTA;SEI RENGAS I;I;MEDAN KOTA-SEI RENGAS I-I
991;MEDAN KOTA;SEI RENGAS I;II;MEDAN KOTA-SEI RENGAS I-II
992;MEDAN KOTA;SEI RENGAS I;III;MEDAN KOTA-SEI RENGAS I-III
993;MEDAN KOTA;SEI RENGAS I;IV;MEDAN KOTA-SEI RENGAS I-IV
994;MEDAN KOTA;SEI RENGAS I;V;MEDAN KOTA-SEI RENGAS I-V
995;MEDAN KOTA;SEI RENGAS I;VI;MEDAN KOTA-SEI RENGAS I-VI
996;MEDAN KOTA;SEI RENGAS I;VII;MEDAN KOTA-SEI RENGAS I-VII
997;MEDAN KOTA;SEI RENGAS I;VIII;MEDAN KOTA-SEI RENGAS I-VIII
998;MEDAN KOTA;SEI RENGAS I;IX;MEDAN KOTA-SEI RENGAS I-IX
999;MEDAN KOTA;SEI RENGAS I;X;MEDAN KOTA-SEI RENGAS I-X
1000;MEDAN KOTA;SEI RENGAS I;XI;MEDAN KOTA-SEI RENGAS I-XI
1001;MEDAN KOTA;SEI RENGAS I;XII;MEDAN KOTA-SEI RENGAS I-XII
1002;MEDAN KOTA;SEI RENGAS I;XIII;MEDAN KOTA-SEI RENGAS I-XIII
1003;MEDAN KOTA;SEI RENGAS I;XIV;MEDAN KOTA-SEI RENGAS I-XIV
1004;MEDAN KOTA;SUDIREJO 2;I;MEDAN KOTA-SUDIREJO 2-I
1005;MEDAN KOTA;SUDIREJO 2;II;MEDAN KOTA-SUDIREJO 2-II
1006;MEDAN KOTA;SUDIREJO 2;III;MEDAN KOTA-SUDIREJO 2-III
1007;MEDAN KOTA;SUDIREJO 2;IV;MEDAN KOTA-SUDIREJO 2-IV
1008;MEDAN KOTA;SUDIREJO 2;V;MEDAN KOTA-SUDIREJO 2-V
1009;MEDAN KOTA;SUDIREJO 2;VI;MEDAN KOTA-SUDIREJO 2-VI
1010;MEDAN KOTA;SUDIREJO 2;VII;MEDAN KOTA-SUDIREJO 2-VII
1011;MEDAN KOTA;SUDIREJO 2;VIII;MEDAN KOTA-SUDIREJO 2-VIII
1012;MEDAN KOTA;SUDIREJO 2;IX;MEDAN KOTA-SUDIREJO 2-IX
1013;MEDAN KOTA;SUDIREJO 2;X;MEDAN KOTA-SUDIREJO 2-X
1014;MEDAN KOTA;SUDIREJO 2;XI;MEDAN KOTA-SUDIREJO 2-XI
1015;MEDAN KOTA;SUDIREJO 2;XII;MEDAN KOTA-SUDIREJO 2-XII
1016;MEDAN KOTA;SUDIREJO I;I;MEDAN KOTA-SUDIREJO I-I
1017;MEDAN KOTA;SUDIREJO I;II;MEDAN KOTA-SUDIREJO I-II
1018;MEDAN KOTA;SUDIREJO I;III;MEDAN KOTA-SUDIREJO I-III
1019;MEDAN KOTA;SUDIREJO I;IV;MEDAN KOTA-SUDIREJO I-IV
1020;MEDAN KOTA;SUDIREJO I;V;MEDAN KOTA-SUDIREJO I-V
1021;MEDAN KOTA;SUDIREJO I;VI;MEDAN KOTA-SUDIREJO I-VI
1022;MEDAN KOTA;SUDIREJO I;VII;MEDAN KOTA-SUDIREJO I-VII
1023;MEDAN KOTA;SUDIREJO I;VIII;MEDAN KOTA-SUDIREJO I-VIII
1024;MEDAN KOTA;SUDIREJO I;IX;MEDAN KOTA-SUDIREJO I-IX
1025;MEDAN KOTA;SUDIREJO I;X;MEDAN KOTA-SUDIREJO I-X
1026;MEDAN KOTA;SUDIREJO I;XI;MEDAN KOTA-SUDIREJO I-XI
1027;MEDAN KOTA;SUDIREJO I;XII;MEDAN KOTA-SUDIREJO I-XII
1028;MEDAN KOTA;SUDIREJO I;XIII;MEDAN KOTA-SUDIREJO I-XIII
1029;MEDAN KOTA;SUDIREJO I;XIV;MEDAN KOTA-SUDIREJO I-XIV
1030;MEDAN KOTA;SUDIREJO I;XV;MEDAN KOTA-SUDIREJO I-XV
1031;MEDAN KOTA;TELADAN BARAT;I;MEDAN KOTA-TELADAN BARAT-I
1032;MEDAN KOTA;TELADAN BARAT;II;MEDAN KOTA-TELADAN BARAT-II
1033;MEDAN KOTA;TELADAN BARAT;III;MEDAN KOTA-TELADAN BARAT-III
1034;MEDAN KOTA;TELADAN BARAT;IV;MEDAN KOTA-TELADAN BARAT-IV
1035;MEDAN KOTA;TELADAN BARAT;V;MEDAN KOTA-TELADAN BARAT-V
1036;MEDAN KOTA;TELADAN BARAT;VI;MEDAN KOTA-TELADAN BARAT-VI
1037;MEDAN KOTA;TELADAN BARAT;VII;MEDAN KOTA-TELADAN BARAT-VII
1038;MEDAN KOTA;TELADAN BARAT;VIII;MEDAN KOTA-TELADAN BARAT-VIII
1039;MEDAN KOTA;TELADAN BARAT;IX;MEDAN KOTA-TELADAN BARAT-IX
1040;MEDAN KOTA;TELADAN BARAT;X;MEDAN KOTA-TELADAN BARAT-X
1041;MEDAN KOTA;TELADAN BARAT;XI;MEDAN KOTA-TELADAN BARAT-XI
1042;MEDAN KOTA;TELADAN BARAT;XII;MEDAN KOTA-TELADAN BARAT-XII
1043;MEDAN KOTA;TELADAN BARAT;XIII;MEDAN KOTA-TELADAN BARAT-XIII
1044;MEDAN KOTA;TELADAN TIMUR;I;MEDAN KOTA-TELADAN TIMUR-I
1045;MEDAN KOTA;TELADAN TIMUR;II;MEDAN KOTA-TELADAN TIMUR-II
1046;MEDAN KOTA;TELADAN TIMUR;III;MEDAN KOTA-TELADAN TIMUR-III
1047;MEDAN KOTA;TELADAN TIMUR;IV;MEDAN KOTA-TELADAN TIMUR-IV
1048;MEDAN KOTA;TELADAN TIMUR;V;MEDAN KOTA-TELADAN TIMUR-V
1049;MEDAN KOTA;TELADAN TIMUR;VI;MEDAN KOTA-TELADAN TIMUR-VI
1050;MEDAN KOTA;TELADAN TIMUR;VII;MEDAN KOTA-TELADAN TIMUR-VII
1051;MEDAN KOTA;TELADAN TIMUR;VIII;MEDAN KOTA-TELADAN TIMUR-VIII
1052;MEDAN KOTA;TELADAN TIMUR;IX;MEDAN KOTA-TELADAN TIMUR-IX
1053;MEDAN KOTA;TELADAN TIMUR;X;MEDAN KOTA-TELADAN TIMUR-X
1054;MEDAN KOTA;TELADAN TIMUR;XI;MEDAN KOTA-TELADAN TIMUR-XI
1055;MEDAN KOTA;TELADAN TIMUR;XII;MEDAN KOTA-TELADAN TIMUR-XII
1056;MEDAN KOTA;TELADAN TIMUR;XIII;MEDAN KOTA-TELADAN TIMUR-XIII
1057;MEDAN LABUHAN;BESAR;I;MEDAN LABUHAN-BESAR-I
1058;MEDAN LABUHAN;BESAR;II;MEDAN LABUHAN-BESAR-II
1059;MEDAN LABUHAN;BESAR;III;MEDAN LABUHAN-BESAR-III
1060;MEDAN LABUHAN;BESAR;IV;MEDAN LABUHAN-BESAR-IV
1061;MEDAN LABUHAN;BESAR;V;MEDAN LABUHAN-BESAR-V
1062;MEDAN LABUHAN;BESAR;VI;MEDAN LABUHAN-BESAR-VI
1063;MEDAN LABUHAN;BESAR;VII;MEDAN LABUHAN-BESAR-VII
1064;MEDAN LABUHAN;BESAR;VIII;MEDAN LABUHAN-BESAR-VIII
1065;MEDAN LABUHAN;BESAR;IX;MEDAN LABUHAN-BESAR-IX
1066;MEDAN LABUHAN;BESAR;X;MEDAN LABUHAN-BESAR- X
1067;MEDAN LABUHAN;BESAR;XI;MEDAN LABUHAN-BESAR-XI
1068;MEDAN LABUHAN;BESAR;XII;MEDAN LABUHAN-BESAR-XII
1069;MEDAN LABUHAN;BESAR;XIII;MEDAN LABUHAN-BESAR-XIII
1070;MEDAN LABUHAN;BESAR;XIV;MEDAN LABUHAN-BESAR-XIV
1071;MEDAN LABUHAN;BESAR;XV;MEDAN LABUHAN-BESAR-XV
1072;MEDAN LABUHAN;BESAR;XVI;MEDAN LABUHAN-BESAR-XVI
1073;MEDAN LABUHAN;BESAR;XVII;MEDAN LABUHAN-BESAR- XVII
1074;MEDAN LABUHAN;BESAR;XVIII;MEDAN LABUHAN-BESAR- XVIII
1075;MEDAN LABUHAN;BESAR;XIX;MEDAN LABUHAN-BESAR-XIX
1076;MEDAN LABUHAN;BESAR;XX;MEDAN LABUHAN-BESAR-XX
1077;MEDAN LABUHAN;BESAR;XXI;MEDAN LABUHAN-BESAR-XXI
1078;MEDAN LABUHAN;BESAR;XXII;MEDAN LABUHAN-BESAR-XXII
1079;MEDAN LABUHAN;BESAR;XXIII;MEDAN LABUHAN-BESAR-XXIII
1080;MEDAN LABUHAN;MARTUBUNG;I;MEDAN LABUHAN-MARTUBUNG-I
1081;MEDAN LABUHAN;MARTUBUNG;II;MEDAN LABUHAN-MARTUBUNG-II
1082;MEDAN LABUHAN;MARTUBUNG;III;MEDAN LABUHAN-MARTUBUNG-III
1083;MEDAN LABUHAN;MARTUBUNG;IV;MEDAN LABUHAN-MARTUBUNG-IV
1084;MEDAN LABUHAN;MARTUBUNG;V;MEDAN LABUHAN-MARTUBUNG-V
1085;MEDAN LABUHAN;MARTUBUNG;VI;MEDAN LABUHAN-MARTUBUNG-VI
1086;MEDAN LABUHAN;MARTUBUNG;VII;MEDAN LABUHAN-MARTUBUNG-VII
1087;MEDAN LABUHAN;NELAYAN INDAH;I;MEDAN LABUHAN-NELAYAN INDAH-I
1088;MEDAN LABUHAN;NELAYAN INDAH;II;MEDAN LABUHAN-NELAYAN INDAH-II
1089;MEDAN LABUHAN;NELAYAN INDAH;III;MEDAN LABUHAN-NELAYAN INDAH-III
1090;MEDAN LABUHAN;NELAYAN INDAH;IV;MEDAN LABUHAN-NELAYAN INDAH-IV
1091;MEDAN LABUHAN;NELAYAN INDAH;V;MEDAN LABUHAN-NELAYAN INDAH-V
1092;MEDAN LABUHAN;NELAYAN INDAH;VI;MEDAN LABUHAN-NELAYAN INDAH-VI
1093;MEDAN LABUHAN;NELAYAN INDAH;VII;MEDAN LABUHAN-NELAYAN INDAH-VII
1094;MEDAN LABUHAN;NELAYAN INDAH;VIII;MEDAN LABUHAN-NELAYAN INDAH-VIII
1095;MEDAN LABUHAN;PEKAN LABUHAN;I;MEDAN LABUHAN-PEKAN LABUHAN-I
1096;MEDAN LABUHAN;PEKAN LABUHAN;II;MEDAN LABUHAN-PEKAN LABUHAN-II
1097;MEDAN LABUHAN;PEKAN LABUHAN;III;MEDAN LABUHAN-PEKAN LABUHAN-III
1098;MEDAN LABUHAN;PEKAN LABUHAN;IV;MEDAN LABUHAN-PEKAN LABUHAN-IV
1099;MEDAN LABUHAN;PEKAN LABUHAN;V;MEDAN LABUHAN-PEKAN LABUHAN-V
1100;MEDAN LABUHAN;PEKAN LABUHAN;VI;MEDAN LABUHAN-PEKAN LABUHAN-VI
1101;MEDAN LABUHAN;PEKAN LABUHAN;VII;MEDAN LABUHAN-PEKAN LABUHAN-VII
1102;MEDAN LABUHAN;PEKAN LABUHAN;VIII;MEDAN LABUHAN-PEKAN LABUHAN-VIII
1103;MEDAN LABUHAN;PEKAN LABUHAN;IX;MEDAN LABUHAN-PEKAN LABUHAN-IX
1104;MEDAN LABUHAN;PEKAN LABUHAN;X;MEDAN LABUHAN-PEKAN LABUHAN- X
1105;MEDAN LABUHAN;PEKAN LABUHAN;XI;MEDAN LABUHAN-PEKAN LABUHAN-XI
1106;MEDAN LABUHAN;PEKAN LABUHAN;XII;MEDAN LABUHAN-PEKAN LABUHAN-XII
1107;MEDAN LABUHAN;PEKAN LABUHAN;XIII;MEDAN LABUHAN-PEKAN LABUHAN-XIII
1108;MEDAN LABUHAN;PEKAN LABUHAN;XIV;MEDAN LABUHAN-PEKAN LABUHAN-XIV
1109;MEDAN LABUHAN;PEKAN LABUHAN;XV;MEDAN LABUHAN-PEKAN LABUHAN-XV
1110;MEDAN LABUHAN;PEKAN LABUHAN;XVI;MEDAN LABUHAN-PEKAN LABUHAN-XVI
1111;MEDAN LABUHAN;PEKAN LABUHAN;XVII;MEDAN LABUHAN-PEKAN LABUHAN- XVII
1112;MEDAN LABUHAN;PEKAN LABUHAN;XVIII;MEDAN LABUHAN-PEKAN LABUHAN- XVIII
1113;MEDAN LABUHAN;PEKAN LABUHAN;XIX;MEDAN LABUHAN-PEKAN LABUHAN-XIX
1114;MEDAN LABUHAN;PEKAN LABUHAN;XX;MEDAN LABUHAN-PEKAN LABUHAN-XX
1115;MEDAN LABUHAN;PEKAN LABUHAN;XXI;MEDAN LABUHAN-PEKAN LABUHAN-XXI
1116;MEDAN LABUHAN;PEKAN LABUHAN;XXII;MEDAN LABUHAN-PEKAN LABUHAN-XXII
1117;MEDAN LABUHAN;PEKAN LABUHAN;XXIII;MEDAN LABUHAN-PEKAN LABUHAN-XXIII
1118;MEDAN LABUHAN;PEKAN LABUHAN;XXIV;MEDAN LABUHAN-PEKAN LABUHAN-XXIV
1119;MEDAN LABUHAN;PEKAN LABUHAN;XXV;MEDAN LABUHAN-PEKAN LABUHAN-XXV
1120;MEDAN LABUHAN;PEKAN LABUHAN;XXVI;MEDAN LABUHAN-PEKAN LABUHAN-XXVI
1121;MEDAN LABUHAN;PEKAN LABUHAN;XXVII;MEDAN LABUHAN-PEKAN LABUHAN-XXVII
1122;MEDAN LABUHAN;PEKAN LABUHAN;XXVIII;MEDAN LABUHAN-PEKAN LABUHAN-XXVIII
1123;MEDAN LABUHAN;PEKAN LABUHAN;XXIX;MEDAN LABUHAN-PEKAN LABUHAN-XXIX
1124;MEDAN LABUHAN;PEKAN LABUHAN;XXX;MEDAN LABUHAN-PEKAN LABUHAN-XXX
1125;MEDAN LABUHAN;PEKAN LABUHAN;XXXI;MEDAN LABUHAN-PEKAN LABUHAN-XXXI
1126;MEDAN LABUHAN;SEI MATI;I;MEDAN LABUHAN-SEI MATI-I
1127;MEDAN LABUHAN;SEI MATI;II;MEDAN LABUHAN-SEI MATI-II
1128;MEDAN LABUHAN;SEI MATI;III;MEDAN LABUHAN-SEI MATI-III
1129;MEDAN LABUHAN;SEI MATI;IV;MEDAN LABUHAN-SEI MATI-IV
1130;MEDAN LABUHAN;SEI MATI;V;MEDAN LABUHAN-SEI MATI-V
1131;MEDAN LABUHAN;SEI MATI;VI;MEDAN LABUHAN-SEI MATI-VI
1132;MEDAN LABUHAN;SEI MATI;VII;MEDAN LABUHAN-SEI MATI-VII
1133;MEDAN LABUHAN;SEI MATI;VIII;MEDAN LABUHAN-SEI MATI-VIII
1134;MEDAN LABUHAN;SEI MATI;IX;MEDAN LABUHAN-SEI MATI-IX
1135;MEDAN LABUHAN;SEI MATI;X;MEDAN LABUHAN-SEI MATI- X
1136;MEDAN LABUHAN;SEI MATI;XI;MEDAN LABUHAN-SEI MATI-XI
1137;MEDAN LABUHAN;SEI MATI;XII;MEDAN LABUHAN-SEI MATI-XII
1138;MEDAN LABUHAN;SEI MATI;XIII;MEDAN LABUHAN-SEI MATI-XIII
1139;MEDAN LABUHAN;SEI MATI;XIV;MEDAN LABUHAN-SEI MATI-XIV
1140;MEDAN LABUHAN;SEI MATI;XV;MEDAN LABUHAN-SEI MATI-XV
1141;MEDAN LABUHAN;SEI MATI;XVI;MEDAN LABUHAN-SEI MATI-XVI
1142;MEDAN LABUHAN;SEI MATI;XVII;MEDAN LABUHAN-SEI MATI- XVII
1143;MEDAN LABUHAN;SEI MATI;XVIII;MEDAN LABUHAN-SEI MATI- XVIII
1144;MEDAN LABUHAN;TANGKAHAN;I;MEDAN LABUHAN-TANGKAHAN-I
1145;MEDAN LABUHAN;TANGKAHAN;II;MEDAN LABUHAN-TANGKAHAN-II
1146;MEDAN LABUHAN;TANGKAHAN;III;MEDAN LABUHAN-TANGKAHAN-III
1147;MEDAN LABUHAN;TANGKAHAN;IV;MEDAN LABUHAN-TANGKAHAN-IV
1148;MEDAN LABUHAN;TANGKAHAN;V;MEDAN LABUHAN-TANGKAHAN-V
1149;MEDAN LABUHAN;TANGKAHAN;VI;MEDAN LABUHAN-TANGKAHAN-VI
1150;MEDAN LABUHAN;TANGKAHAN;VII;MEDAN LABUHAN-TANGKAHAN-VII
1151;MEDAN LABUHAN;TANGKAHAN;VIII;MEDAN LABUHAN-TANGKAHAN-VIII
1152;MEDAN LABUHAN;TANGKAHAN;IX;MEDAN LABUHAN-TANGKAHAN-IX
1153;MEDAN LABUHAN;TANGKAHAN;X;MEDAN LABUHAN-TANGKAHAN- X
1154;MEDAN LABUHAN;TANGKAHAN;XI;MEDAN LABUHAN-TANGKAHAN-XI
1155;MEDAN LABUHAN;TANGKAHAN;XII;MEDAN LABUHAN-TANGKAHAN-XII
1156;MEDAN MAIMUN;AUR;I;MEDAN MAIMUN-AUR-I
1157;MEDAN MAIMUN;AUR;II;MEDAN MAIMUN-AUR-II
1158;MEDAN MAIMUN;AUR;III;MEDAN MAIMUN-AUR-III
1159;MEDAN MAIMUN;AUR;IV;MEDAN MAIMUN-AUR-IV
1160;MEDAN MAIMUN;AUR;V;MEDAN MAIMUN-AUR-V
1161;MEDAN MAIMUN;AUR;VI;MEDAN MAIMUN-AUR-VI
1162;MEDAN MAIMUN;AUR;VII;MEDAN MAIMUN-AUR-VII
1163;MEDAN MAIMUN;AUR;VIII;MEDAN MAIMUN-AUR-VIII
1164;MEDAN MAIMUN;AUR;IX;MEDAN MAIMUN-AUR-IX
1165;MEDAN MAIMUN;AUR;X;MEDAN MAIMUN-AUR-X
1166;MEDAN MAIMUN;HAMDAN;I;MEDAN MAIMUN-HAMDAN-I
1167;MEDAN MAIMUN;HAMDAN;II;MEDAN MAIMUN-HAMDAN-II
1168;MEDAN MAIMUN;HAMDAN;III;MEDAN MAIMUN-HAMDAN-III
1169;MEDAN MAIMUN;HAMDAN;IV;MEDAN MAIMUN-HAMDAN-IV
1170;MEDAN MAIMUN;HAMDAN;V;MEDAN MAIMUN-HAMDAN-V
1171;MEDAN MAIMUN;HAMDAN;VI;MEDAN MAIMUN-HAMDAN-VI
1172;MEDAN MAIMUN;HAMDAN;VII;MEDAN MAIMUN-HAMDAN-VII
1173;MEDAN MAIMUN;HAMDAN;VIII;MEDAN MAIMUN-HAMDAN-VIII
1174;MEDAN MAIMUN;HAMDAN;IX;MEDAN MAIMUN-HAMDAN-IX
1175;MEDAN MAIMUN;HAMDAN;X;MEDAN MAIMUN-HAMDAN-X
1176;MEDAN MAIMUN;JATI;I;MEDAN MAIMUN-JATI-I
1177;MEDAN MAIMUN;JATI;II;MEDAN MAIMUN-JATI-II
1178;MEDAN MAIMUN;JATI;III;MEDAN MAIMUN-JATI-III
1179;MEDAN MAIMUN;JATI;IV;MEDAN MAIMUN-JATI-IV
1180;MEDAN MAIMUN;JATI;V;MEDAN MAIMUN-JATI-V
1181;MEDAN MAIMUN;KAMPUNG BARU;I;MEDAN MAIMUN-KAMPUNG BARU-I
1182;MEDAN MAIMUN;KAMPUNG BARU;II;MEDAN MAIMUN-KAMPUNG BARU-II
1183;MEDAN MAIMUN;KAMPUNG BARU;III;MEDAN MAIMUN-KAMPUNG BARU-III
1184;MEDAN MAIMUN;KAMPUNG BARU;IV;MEDAN MAIMUN-KAMPUNG BARU-IV
1185;MEDAN MAIMUN;KAMPUNG BARU;V;MEDAN MAIMUN-KAMPUNG BARU-V
1186;MEDAN MAIMUN;KAMPUNG BARU;VI;MEDAN MAIMUN-KAMPUNG BARU-VI
1187;MEDAN MAIMUN;KAMPUNG BARU;VII;MEDAN MAIMUN-KAMPUNG BARU-VII
1188;MEDAN MAIMUN;KAMPUNG BARU;VIII;MEDAN MAIMUN-KAMPUNG BARU-VIII
1189;MEDAN MAIMUN;KAMPUNG BARU;IX;MEDAN MAIMUN-KAMPUNG BARU-IX
1190;MEDAN MAIMUN;KAMPUNG BARU;X;MEDAN MAIMUN-KAMPUNG BARU-X
1191;MEDAN MAIMUN;KAMPUNG BARU;XI;MEDAN MAIMUN-KAMPUNG BARU-XI
1192;MEDAN MAIMUN;KAMPUNG BARU;XII;MEDAN MAIMUN-KAMPUNG BARU-XII
1193;MEDAN MAIMUN;KAMPUNG BARU;XIII;MEDAN MAIMUN-KAMPUNG BARU-XIII
1194;MEDAN MAIMUN;KAMPUNG BARU;XIV;MEDAN MAIMUN-KAMPUNG BARU-XIV
1195;MEDAN MAIMUN;KAMPUNG BARU;XV;MEDAN MAIMUN-KAMPUNG BARU-XV
1196;MEDAN MAIMUN;KAMPUNG BARU;XVI;MEDAN MAIMUN-KAMPUNG BARU-XVI
1197;MEDAN MAIMUN;KAMPUNG BARU;XVII;MEDAN MAIMUN-KAMPUNG BARU-XVII
1198;MEDAN MAIMUN;KAMPUNG BARU;XVIII;MEDAN MAIMUN-KAMPUNG BARU-XVIII
1199;MEDAN MAIMUN;KAMPUNG BARU;XIX;MEDAN MAIMUN-KAMPUNG BARU-XIX
1200;MEDAN MAIMUN;KAMPUNG BARU;XX;MEDAN MAIMUN-KAMPUNG BARU-XX
1201;MEDAN MAIMUN;KAMPUNG BARU;XXI;MEDAN MAIMUN-KAMPUNG BARU-XXI
